ID	Name
NC_008618	"Bifidobacterium adolescentis ATCC 15703 DNA, complete genome."
NC_008639	"Chlorobium phaeobacteroides DSM 266, complete genome."
NC_008686	"Paracoccus denitrificans PD1222 chromosome 1, complete sequence."
NC_008687	"Paracoccus denitrificans PD1222 chromosome 2, complete sequence."
NC_008700	"Shewanella amazonensis SB2B, complete genome."
NC_008709	"Psychromonas ingrahamii 37, complete genome."
NC_008710	"Borrelia turicatae 91E135, complete genome."
NC_008711	"Paenarthrobacter aurescens TC1, complete sequence."
NC_008726	"Mycobacterium vanbaalenii PYR-1, complete genome."
NC_008571	Gramella forsetii KT0803 complete circular genome.
NC_008783	"Bartonella bacilliformis KC583, complete genome."
NC_008781	"Polaromonas naphthalenivorans CJ2, complete genome."
NC_008786	"Verminephrobacter eiseniae EF01-2, complete genome."
NC_008789	"Halorhodospira halophila SL1, complete genome."
NC_008800	"Yersinia enterocolitica subsp. enterocolitica 8081 chromosome,"
NC_008817	"Prochlorococcus marinus str. MIT 9515, complete genome."
NC_008816	"Prochlorococcus marinus str. AS9601, complete genome."
NC_008818	"Hyperthermus butylicus DSM 5456, complete genome."
NC_008825	"Methylibium petroleiphilum PM1, complete genome."
NC_008942	"Methanocorpusculum labreanum Z, complete genome."
NC_009009	"Streptococcus sanguinis SK36 chromosome, complete genome."
NC_009012	"Hungateiclostridium thermocellum ATCC 27405, complete sequence."
NC_009051	"Methanoculleus marisnigri JR1, complete genome."
NC_009089	"Clostridioides difficile 630, complete genome."
NC_009092	"Shewanella loihica PV-4, complete genome."
NC_005364	"Mycoplasma mycoides subsp. mycoides SC str. PG1 chromosome,"
NC_009138	"Herminiimonas arsenicoxydans chromosome, complete sequence."
NC_009142	Saccharopolyspora erythraea NRRL2338 complete genome.
NC_009253	"Desulfotomaculum reducens MI-1, complete genome."
NC_009328	"Geobacillus thermodenitrificans NG80-2, complete genome."
NC_009337	"Chlorobium phaeovibrioides DSM 265, complete genome."
NC_009348	"Aeromonas salmonicida subsp. salmonicida A449, complete genome."
NC_009379	"Polynucleobacter asymbioticus QLW-P1DMWA-1, complete genome."
NC_009380	"Salinispora tropica CNB-440, complete genome."
NC_009428	"Rhodobacter sphaeroides ATCC 17025, complete genome."
NC_009437	"Caldicellulosiruptor saccharolyticus DSM 8903, complete genome."
NC_009441	"Flavobacterium johnsoniae UW101, complete genome."
NC_009440	"Metallosphaera sedula DSM 5348, complete genome."
NC_009439	"Pseudomonas mendocina ymp, complete genome."
NC_009446	"Dichelobacter nodosus VCS1703A, complete genome."
NC_009464	Methanocella arvoryzae MRE50 complete genome.
NC_009465	"Candidatus Vesicomyosocius okutanii HA DNA, complete genome."
NC_009483	"Geobacter uraniireducens Rf4, complete genome."
NC_009488	Orientia tsutsugamushi Boryong complete genome.
NC_009497	"Mycoplasma agalactiae PG2 chromosome, complete sequence."
NC_009495	"Clostridium botulinum A str. ATCC 3502 chromosome, complete genome."
NC_009513	"Lactobacillus reuteri DSM 20016, complete genome."
NC_009511	"Sphingomonas wittichii RW1, complete genome."
NC_009515	"Methanobrevibacter smithii ATCC 35061, complete genome."
NC_009614	"Bacteroides vulgatus ATCC 8482, complete genome."
NC_009615	"Parabacteroides distasonis ATCC 8503, complete genome."
NC_009616	"Thermosipho melanesiensis BI429, complete genome."
NC_009633	"Alkaliphilus metalliredigens QYMF, complete genome."
NC_009636	"Sinorhizobium medicae WSM419 chromosome, complete genome."
NC_009634	"Methanococcus vannielii SB, complete genome."
NC_009635	"Methanococcus aeolicus Nankai-3, complete genome."
NC_009637	"Methanococcus maripaludis C7, complete genome."
NC_009674	"Bacillus cytotoxicus NVH 391-98, complete genome."
NC_009655	"Actinobacillus succinogenes 130Z, complete genome."
NC_009667	"Ochrobactrum anthropi ATCC 49188 chromosome 1, complete sequence."
NC_009668	"Ochrobactrum anthropi ATCC 49188 chromosome 2, complete sequence."
NC_009698	"Clostridium botulinum A str. Hall chromosome, complete genome."
NC_009706	"Clostridium kluyveri DSM 555, complete genome."
NC_009714	"Campylobacter hominis ATCC BAA-381, complete genome."
NC_009712	"Methanoregula boonei 6A8, complete sequence."
NC_009720	"Xanthobacter autotrophicus Py2, complete genome."
NC_009718	"Fervidobacterium nodosum Rt17-B1, complete genome."
NC_009719	"Parvibaculum lavamentivorans DS-1, complete genome."
NC_009767	"Roseiflexus castenholzii DSM 13941, complete genome."
NC_009776	"Ignicoccus hospitalis KIN4/I, complete genome."
NC_009783	"Vibrio campbellii ATCC BAA-1116 chromosome I, complete sequence."
NC_009784	"Vibrio campbellii ATCC BAA-1116 chromosome II, complete sequence."
NC_009785	"Streptococcus gordonii str. Challis substr. CH1, complete genome."
NC_009828	"Pseudothermotoga lettingae TMO, complete sequence."
NC_009831	"Shewanella sediminis HAW-EB3, complete genome."
NC_009850	"Arcobacter butzleri RM4018, complete genome."
NC_009879	"Rickettsia canadensis str. McKiel, complete genome."
NC_009881	"Rickettsia akari str. Hartford, complete genome."
NC_009901	"Shewanella pealeana ATCC 700345, complete genome."
NC_009922	"Alkaliphilus oremlandii OhILAs, complete genome."
NC_009925	"Acaryochloris marina MBIC11017, complete genome."
NC_009937	"Azorhizobium caulinodans ORS 571 DNA, complete genome."
NC_009943	"Desulfococcus oleovorans Hxd3, complete genome."
NC_009953	"Salinispora arenicola CNS-205, complete genome."
NC_009954	"Caldivirga maquilingensis IC-167, complete genome."
NC_009952	"Dinoroseobacter shibae DFL 12, complete genome."
NC_006814	"Lactobacillus acidophilus NCFM chromosome, complete genome."
NC_003062	"Agrobacterium fabrum str. C58 chromosome circular, complete"
NC_003063	"Agrobacterium fabrum str. C58 chromosome linear, complete sequence."
NC_010001	"Lachnoclostridium phytofermentans ISDg, complete sequence."
NC_010002	"Delftia acidovorans SPH-1, complete genome."
NC_010003	"Petrotoga mobilis SJ95, complete genome."
NC_010163	"Acholeplasma laidlawii PG-8A, complete genome."
NC_010162	Sorangium cellulosum 'So ce 56' complete genome.
NC_007335	"Prochlorococcus marinus str. NATL2A, complete genome."
NC_006270	"Bacillus licheniformis ATCC 14580, complete genome."
NC_010168	"Renibacterium salmoninarum ATCC 33209, complete genome."
NC_010175	"Chloroflexus aurantiacus J-10-fl chromosome, complete genome."
NC_010170	"Bordetella petrii strain DSM 12804, complete genome."
NC_010161	"Bartonella tribocorum CIP 105476 complete genome, type strain CIP"
NC_010287	"Chlamydia trachomatis 434/Bu chromosome, complete genome."
NC_010296	"Microcystis aeruginosa NIES-843 DNA, complete genome."
NC_010336	"Francisella philomiragia subsp. philomiragia ATCC 25017, complete"
NC_010397	"Mycobacterium abscessus chromosome, complete sequence."
NC_010376	"Finegoldia magna ATCC 29328 DNA, complete genome."
NC_010471	"Leuconostoc citreum KM20, complete genome."
NC_010519	"Haemophilus somnus 2336, complete genome."
NC_010505	"Methylobacterium radiotolerans JCM 2831, complete genome."
NC_010503	"Ureaplasma parvum serovar 3 str. ATCC 27815, complete genome."
NC_010407	Clavibacter michiganensis subsp. sepedonicus complete genome.
NC_010524	"Leptothrix cholodnii SP-6, complete genome."
NC_010531	"Polynucleobacter necessarius subsp. necessarius STIR1, complete"
NC_010545	Corynebacterium urealyticum DSM 7109 complete genome.
NC_010556	"Exiguobacterium sibiricum 255-15, complete genome."
NC_006840	"Vibrio fischeri ES114 chromosome I, complete sequence."
NC_006841	"Vibrio fischeri ES114 chromosome II, complete sequence."
NC_010571	"Opitutus terrae PB90-1, complete genome."
NC_010572	"Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete"
NC_010581	"Beijerinckia indica subsp. indica ATCC 9039, complete genome."
NC_010602	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'
NC_010610	"Lactobacillus fermentum IFO 3956 DNA, complete genome."
NC_010617	"Kocuria rhizophila DC2201 DNA, complete genome."
NC_010623	"Paraburkholderia phymatum STM815 chromosome 2, complete sequence."
NC_010622	"Paraburkholderia phymatum STM815 chromosome 1, complete sequence."
NC_010628	"Nostoc punctiforme PCC 73102, complete genome."
NC_010644	"Elusimicrobium minutum Pei191, complete genome."
NC_010645	Bordetella avium 197N complete genome.
NC_010655	"Akkermansia muciniphila ATCC BAA-835, complete genome."
NC_010678	"Ralstonia pickettii 12J chromosome 2, complete sequence."
NC_010682	"Ralstonia pickettii 12J chromosome 1, complete sequence."
NC_010674	"Clostridium botulinum B str. Eklund 17B, complete genome."
NC_010725	"Methylobacterium populi BJ001, complete genome."
NC_010718	"Natranaerobius thermophilus JW/NM-WN-LF, complete genome."
NC_010729	"Porphyromonas gingivalis ATCC 33277 DNA, complete genome."
NC_010794	"Methylacidiphilum infernorum V4, complete genome."
NC_010803	"Chlorobium limicola DSM 245, complete genome."
NC_010814	"Geobacter lovleyi SZ, complete genome."
NC_010831	"Chlorobium phaeobacteroides BS1, complete genome."
NC_010843	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'
NC_010943	"Stenotrophomonas maltophilia K279a complete genome, strain K279a."
NC_010995	"Cellvibrio japonicus Ueda107, complete genome."
NC_011025	"Mycoplasma arthritidis 158L3-1, complete genome."
NC_011027	"Chlorobaculum parvum NCIB 8327, complete genome."
NC_011026	"Chloroherpeton thalassium ATCC 35110, complete genome."
NC_011059	"Prosthecochloris aestuarii DSM 271, complete genome."
NC_011060	"Pelodictyon phaeoclathratiforme BU-1, complete genome."
NC_011144	"Phenylobacterium zucineum HLK1, complete genome."
NC_011146	"Geobacter bemidjiensis Bem, complete genome."
NC_010554	"Proteus mirabilis strain HI4320, complete genome."
NC_011229	"Borrelia duttonii Ly, complete genome."
NC_011296	"Thermodesulfovibrio yellowstonii DSM 11347 chromosome, complete"
NC_011295	"Coprothermobacter proteolyticus DSM 5265, complete genome."
NC_011297	"Dictyoglomus thermophilum H-6-12, complete genome."
NC_011365	"Gluconacetobacter diazotrophicus PAl 5, complete genome."
NC_011369	"Rhizobium leguminosarum bv. trifolii WSM2304, complete genome."
NC_011312	Aliivibrio salmonicida LFI1238 chromosome 1 complete genome.
NC_011313	Aliivibrio salmonicida LFI1238 chromosome 2 complete genome.
NC_011529	"Thermococcus onnurineus NA1, complete genome."
NC_011566	"Shewanella piezotolerans WP3, complete genome."
NC_011653	"Thermosipho africanus TCF52B, complete genome."
NC_011661	"Dictyoglomus turgidum DSM 6724 chromosome, complete genome."
NC_011666	"Methylocella silvestris BL2, complete genome."
NC_011761	"Acidithiobacillus ferrooxidans ATCC 23270, complete genome."
NC_011750	"Escherichia coli IAI39 chromosome, complete genome."
NC_011766	"Desulfurococcus kamchatkensis 1221n, complete genome."
NC_011769	"Desulfovibrio vulgaris str. 'Miyazaki F', complete genome."
NC_011830	"Desulfitobacterium hafniense DCB-2, complete genome."
NC_011831	"Chloroflexus aggregans DSM 9485, complete genome."
NC_011832	"Methanosphaerula palustris E1-9c, complete sequence."
NC_011852	"Haemophilus parasuis SH0165, complete genome."
NC_011883	"Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,"
NC_011886	"Pseudarthrobacter chlorophenolicus A6, complete sequence."
NC_011891	"Anaeromyxobacter dehalogenans 2CP-1, complete genome."
NC_011894	"Methylobacterium nodulans ORS 2060, complete genome."
NC_011898	"Ruminiclostridium cellulolyticum H10, complete sequence."
NC_011899	"Halothermothrix orenii H 168, complete genome."
NC_011901	"Thioalkalivibrio sulfidiphilus HL-EbGr7, complete sequence."
NC_011916	"Caulobacter crescentus NA1000, complete genome."
NC_011959	"Thermomicrobium roseum DSM 5159, complete genome."
NC_011979	"Geobacter daltonii FRC-32, complete genome."
NC_011978	"Thermotoga neapolitana DSM 4359, complete genome."
NC_011988	"Agrobacterium vitis S4 chromosome 2, complete sequence."
NC_011989	"Agrobacterium vitis S4 chromosome 1, complete sequence."
NC_012004	Streptococcus uberis 0140J complete genome.
NC_012026	"Anaplasma marginale str. Florida, complete genome."
NC_012028	"Halorubrum lacusprofundi ATCC 49239 chromosome 2, complete"
NC_012029	"Halorubrum lacusprofundi ATCC 49239 chromosome 1, complete"
NC_012034	"Caldicellulosiruptor bescii DSM 6725, complete genome."
NC_012039	"Campylobacter lari RM2100, complete genome."
NC_012108	"Desulfobacterium autotrophicum HRM2, complete genome."
NC_012115	"Nautilia profundicola AmH, complete genome."
NC_012438	"Sulfurihydrogenibium azorense Az-Fu1, complete genome."
NC_012440	"Persephonella marina EX-H1, complete genome."
NC_012470	"Streptococcus equi subsp. zooepidemicus H70, complete genome."
NC_012483	"Acidobacterium capsulatum ATCC 51196, complete genome."
NC_012489	"Gemmatimonas aurantiaca T-27 DNA, complete genome."
NC_012491	"Brevibacillus brevis NBRC 100599 DNA, complete genome."
NC_012526	"Deinococcus deserti VCD115, complete genome."
NC_012559	"Laribacter hongkongensis HLHK9, complete genome."
NC_012587	"Sinorhizobium fredii NGR234 chromosome, complete genome."
NC_012589	"Sulfolobus islandicus L.S.2.15, complete genome."
NC_012590	"Corynebacterium aurimucosum ATCC 700975, complete genome."
NC_012669	"Beutenbergia cavernae DSM 12333, complete genome."
NC_012704	"Corynebacterium kroppenstedtii DSM 44385, complete genome."
NC_012691	"Tolumonas auensis DSM 9187, complete genome."
NC_012778	"[Eubacterium] eligens ATCC 27750, complete sequence."
NC_012781	"[Eubacterium] rectale ATCC 33656, complete sequence."
NC_012785	"Kosmotoga olearia TBF 19.5.1, complete genome."
NC_012796	"Desulfovibrio magneticus RS-1 DNA, complete genome."
NC_012803	"Micrococcus luteus NCTC 2665, complete genome."
CP001606	"Bifidobacterium animalis subsp. lactis DSM 10140, complete genome."
