ID	Name
NC_007053	Staphylococcus phage 3A, complete genome.
NC_007054	Staphylococcus phage 47, complete genome.
NC_007055	Staphylococcus phage 37, complete genome.
NC_007056	Staphylococcus phage EW, complete genome.
NC_007057	Staphylococcus phage 96, complete genome.
NC_007058	Staphylococcus phage ROSA, complete genome.
NC_007059	Staphylococcus phage 71, complete genome.
NC_007060	Staphylococcus phage 55, complete genome.
NC_007061	Staphylococcus phage 29, complete genome.
NC_007062	Staphylococcus phage 52A, complete genome.
NC_007063	Staphylococcus phage 88, complete genome.
NC_007064	Staphylococcus phage 92, complete genome.
NC_007149	Vibriophage VP4, complete genome.
NC_007189	Stenotrophomonas phage phiSMA9, complete genome.
NC_007217	Haloarcula phage SH1, complete genome.
NC_007291	Enterobacteria phage JK06, complete genome.
NC_005886	Burkholderia cenocepacia phage BcepB1A, complete genome.
NC_007409	Acidianus two-tailed virus, complete genome.
NC_006356	Flavobacterium phage 11b, complete genome.
NC_007461	Chlamydia phage 4, complete genome.
NC_007458	Bacillus phage Gamma, complete genome.
NC_007456	Enterobacteria phage K1F, complete genome.
NC_007497	Burkholderia phage Bcep176, complete genome.
NC_007501	Lactobacillus phage Lc-Nu, complete genome.
NC_007581	Clostridium phage c-st, complete genome.
NC_007603	Enterobacteria phage RTP, complete genome.
NC_007623	Pseudomonas phage EL, complete genome.
NC_007637	Enterobacteria phage K1E, complete genome.
NC_007709	Xanthomonas oryzae phage OP1 DNA, complete genome.
NC_007710	Xanthomonas oryzae phage OP2 DNA, complete genome.
NC_007734	Bacillus phage WBeta, complete genome.
NC_007814	Bacillus phage Fah, complete genome.
NC_007805	Pseudomonas phage F10, complete genome.
NC_007806	Pseudomonas phage 73, complete genome.
NC_007807	Pseudomonas phage 119X, complete genome.
NC_007808	Pseudomonas phage PA11, complete genome.
NC_007809	Pseudomonas phage M6, complete genome.
NC_007810	Pseudomonas phage F8, complete genome.
NC_007902	Sodalis phage phiSG1, complete genome.
NC_007856	Enterobacteria phage ID18, complete genome.
NC_007817	Enterobacteria phage ID2 Moscow/ID/2001, complete genome.
NC_007821	Enterobacteria phage WA13, complete genome.
NC_007914	His1 virus, complete genome.
NC_007918	His2 virus, complete genome.
NC_007924	Lactobacillus phage KC5a, complete genome.
NC_007917	Clostridium phage phi CD119, complete genome.
NC_005091	Burkholderia phage BcepNazgul, complete genome.
NC_005083	Vibrio phage KVP40, complete genome.
NC_007967	Streptomyces phage mu1/6, complete genome.
NC_008152	Enterobacteria phage K1-5, complete genome.
NC_008201	Mannheimia phage phiMHaA1, complete genome.
NC_008208	Aeromonas phage 25, complete genome.
NC_008194	Mycobacterium phage 244, complete genome.
NC_008193	Pasteurella phage F108, complete genome.
NC_008197	Mycobacterium phage Orion, complete genome.
NC_008196	Mycobacterium phage Llij, complete genome.
NC_008195	Mycobacterium phage Cooper, complete genome.
NC_008203	Mycobacterium phage Che12, complete genome.
NC_008207	Mycobacterium phage Catera, complete genome.
NC_008204	Mycobacterium phage Qyrzula, complete genome.
NC_008199	Mycobacterium phage Pipefish, complete genome.
NC_008205	Mycobacterium phage PMC, complete genome.
NC_008200	Mycobacterium phage PLot, complete genome.
NC_008198	Mycobacterium phage PBI1, complete genome.
NC_008265	Clostridium phage phiSM101, complete genome.
NC_004166	Bacteriophage SPP1 complete nucleotide sequence.
NC_008294	Pseudomonas phage PRR1, complete genome.
NC_008363	Lactococcus phage P008, complete genome.
NC_008364	Lactococcus phage Q54, complete genome.
NC_008367	Phormidium phage Pf-WMP4, complete genome.
NC_008370	Lactococcus phage 712, complete genome.
NC_008371	Lactococcus phage jj50, complete genome.
NC_008464	Stx2-converting phage 86, complete genome.
NC_008515	Bacteriophage RB32, complete genome.
NC_008562	Microcystis phage Ma-LMM01 DNA, complete genome.
NC_007145	Burkholderia prophage phi52237, complete genome.
NC_008584	Thermus phage phiYS40, complete genome.
NC_008575	Ralstonia phage RSS1, complete genome.
NC_008583	Staphylococcus aureus phage phiNM1, complete genome.
NC_008617	Staphylococcus phage phiNM3, complete genome.
NC_008689	Staphylococcus phage phiPVL108, complete genome.
NC_008694	Yersinia phage Berlin, complete genome.
NC_008695	Archaeal BJ1 virus, complete genome.
NC_008720	Enterobacteria phage N4, complete genome.
NC_008717	Pseudomonas phage DMS3, complete genome.
NC_008722	Staphylococcus phage CNPH82, complete genome.
NC_008723	Staphylococcus phage PH15, complete genome.
NC_008798	Staphylococcus phage phiETA2, complete genome.
NC_008799	Staphylococcus phage phiETA3, complete genome.
NC_008376	Geobacillus phage GBSV1, complete genome.
NC_009014	Erwinia amylovora phage Era103, complete genome.
NC_009016	Vibrio phage VP882, complete genome.
NC_009015	Burkholderia ambifaria phage BcepF1, complete genome.
NC_009018	Streptococcus phage phi3396, complete genome.
NC_009231	Clostridium phage phiC2, complete genome.
NC_009236	Burkholderia phage phiE12-2 chromosome, complete genome.
NC_009234	Burkholderia phage phiE202 chromosome, complete genome.
NC_009237	Burkholderia phage phiE255 chromosome, complete genome.
NC_009382	Ralstonia phage phiRSA1, complete genome.
NC_009447	Burkholderia phage BcepGomr, complete genome.
NC_009452	Acidianus bottle-shaped virus, complete genome.
NC_009514	Phage cdtI DNA, complete genome.
NC_009526	Staphylococcus phage 80alpha, complete genome.
NC_009531	Cyanophage Syn5, complete genome.
NC_009541	Propionibacterium phage PA6, complete genome.
NC_009543	Xanthomonas phage Xop411, complete genome.
NC_009540	Enterobacteria phage TLS, complete genome.
NC_009235	Burkholderia phage phi644-2 chromosome, complete genome.
NC_009551	Phormidium phage Pf-WMP3, complete genome.
NC_009554	Lactobacillus phage LL-H, complete genome.
NC_009597	Pyrococcus abyssi virus 1, complete genome.
NC_009603	Microbacterium phage Min1, complete genome.
NC_009604	Burkholderia phage BcepNY3, complete genome.
NC_009643	Actinomyces phage Av-1, complete genome.
NC_007804	Escherichia phage phiV10, complete genome.
NC_005131	Ralstonia phage p12J, complete genome.
NC_009760	Bacillus phage 0305phi8-36, complete genome.
NC_009803	Thermus phage P23-45, complete genome.
NC_009804	Thermus phage P74-26, complete genome.
NC_009816	Corynebacterium phage P1201, complete genome.
NC_009817	Lactococcus phage KSY1, complete genome.
NC_009819	Streptococcus phage P9, complete genome.
NC_009820	Mycobacterium phage Tweety, complete genome.
NC_009821	Enterobacteria phage Phi1, complete genome.
NC_009810	Listeria phage A500, complete genome.
NC_009812	Listeria phage B025, complete genome.
NC_009813	Listeria phage B054, complete genome.
NC_009814	Listeria phage P35, complete genome.
NC_009815	Listeria phage A006, complete genome.
NC_009875	Staphylococcus phage SAP-2, complete genome.
NC_009877	Mycobacteriophage U2, complete genome.
NC_009878	Mycobacterium phage Bethlehem, complete genome.
NC_009818	Pseudomonas phage MP22, complete genome.
NC_009884	Acidianus filamentous virus 2, complete genome.
NC_009904	Enterococcus phage phiEF24C, complete genome.
NC_003214	Sulfolobus islandicus filamentous virus, complete genome.
NC_009935	Pseudomonas phage LKD16, complete genome.
NC_009936	Pseudomonas phage LKA1, complete genome.
NC_009542	Aeromonas phage phiO18P, complete genome.
NC_001421	Salmonella virus PRD1, complete genome.
NC_009965	Acidianus rod-shaped virus 1, complete genome.
NC_009987	Spiroplasma kunkelii virus SkV1_CR2-3x, complete genome.
NC_009986	Sulfolobus spindle-shaped virus 4, complete genome.
NC_009990	Thalassomonas phage BA3, complete genome.
NC_010106	Enterobacteria phage phiEcoM-GJ1, complete genome.
NC_010105	Enterobacteria phage JS98, complete genome.
NC_010116	Pseudomonas phage YuA, complete genome.
NC_010147	Staphylococcus phage phiMR11, complete genome.
NC_008296	Synechococcus phage syn9, complete genome.
NC_010155	Acidianus filamentous virus 3, partial viral genome.
NC_010152	Acidianus filamentous virus 6, complete genome.
NC_010153	Acidianus filamentous virus 7, complete genome.
NC_010154	Acidianus filamentous virus 8, complete genome.
NC_010324	Enterobacteria phage phiEco32, complete genome.
NC_010325	Pseudomonas phage LUZ24, complete genome.
NC_010326	Pseudomonas phage LUZ19, complete genome.
NC_010342	Halomonas phage phiHAP-1, complete genome.
NC_010353	Streptococcus phage 858, complete genome.
NC_010355	Azospirillum phage Cd, complete genome.
NC_010363	Lactococcus phage asccphi28, complete genome.
NC_010179	Lactobacillus johnsonii prophage Lj771, complete genome.
NC_010495	Salmonella phage E1, complete genome.
NC_010429	Stenotrophomonas phage PSH1, complete sequence.
NC_010237	Enterobacteria phage Min27, complete genome.
NC_010537	Acidianus filamentous virus 9, complete genome.
NC_001417	Enterobacterio phage MS2, complete genome.
NC_001420	Genome of phage G4 (coliphage).
NC_010576	Lactococcus phage 1706, complete genome.
NC_010583	Enterobacteria phage EPS7, complete genome.
NC_010808	Staphylococcus phage phiMR25, complete genome.
NC_010807	Salmonella phage phiSG-JL2, complete genome.
NC_010821	Pseudomonas phage 201phi2-1, complete genome.
NC_010945	Streptococcus phage PH15, complete genome.
NC_011022	Mycobacterium phage DD5, complete genome.
NC_011020	Mycobacterium phage Jasper, complete genome.
NC_011019	Mycobacterium phage KBG, complete genome.
NC_011021	Mycobacterium phage Lockley, complete genome.
NC_011023	Mycobacterium virus Pukovnik, complete genome.
NC_009737	Bacillus virus 1, complete genome.
NC_011046	Lactococcus phage bIBB29, complete genome.
NC_011040	Enterobacteria phage BA14, complete genome.
NC_011042	Enterobacteria phage EcoDS1, complete genome.
NC_011045	Enterobacteria phage 13a, complete genome.
NC_011043	Klebsiella phage K11, complete genome.
NC_011038	Yersinia phage Yepe2, complete genome.
NC_011044	Mycobacterium phage Nigel, complete genome.
NC_011039	Mycobacterium phage Predator, complete genome.
NC_011041	Escherichia coli bacteriophage rv5, complete sequence.
NC_011048	Bacillus phage phi29, complete genome.
NC_011054	Mycobacterium phage Boomer, complete genome.
NC_011056	Mycobacterium phage Kostya, complete genome.
NC_011057	Mycobacterium phage Phaedrus, complete genome.
NC_011055	Mycobacterium phage Porky, complete genome.
NC_011103	Rhizobium phage 16-3, complete genome.
NC_011107	Pseudomonas phage PT2, complete genome.
NC_011104	Lactobacillus phage Lrm1, complete genome.
NC_011142	Iodobacteriophage phiPLPE, complete genome.
NC_011165	Pseudomonas phage LBL3, complete genome.
NC_011166	Pseudomonas phage LMA2, complete genome.
NC_011167	Bacillus phage IEBH, complete genome.
NC_009811	Listeria phage A511, complete genome.
NC_011201	Ralstonia phage RSB1, complete genome.
NC_011217	Sulfolobus spindle-shaped virus 5, complete genome.
NC_011216	Burkholderia phage KS10, complete genome.
NC_011222	Bacteroides phage B40-8, complete genome.
NC_011273	Mycobacterium phage Myrna, complete genome.
NC_011272	Mycobacterium phage Rizal, complete genome.
NC_011270	Mycobacterium phage Spud, complete genome.
NC_011267	Mycobacterium phage Solon, complete genome.
NC_011271	Mycobacterium phage Cali, complete genome.
NC_011291	Mycobacterium phage Brujita, complete genome.
NC_011290	Mycobacterium phage Gumball, complete genome.
NC_011285	Mycobacterium phage Troll4, complete genome.
NC_011288	Mycobacterium phage Fruitloop, complete genome.
NC_011292	Mycobacterium phage Konstantine, complete genome.
NC_011287	Mycobacterium phage Pacc40, complete genome.
NC_011289	Mycobacterium phage Ramsey, complete genome.
NC_011308	Listeria phage P40, complete genome.
NC_011318	Clostridium phage 39-O, complete genome.
NC_011344	Staphylococcus phage phi2958PVL, complete genome.
NC_011356	Enterobacteria phage YYZ-2008, complete prophage genome.
NC_011357	Stx2-converting phage 1717, complete prophage genome.
NC_011373	Pseudomonas phage PAJU2, complete genome.
NC_011398	Clostridium phage phiCD27, complete genome.
NC_011399	Ralstonia phage RSM3, complete genome.
NC_011421	Bacillus phage SPO1, complete genome.
NC_011523	Bacillus phage AP50, complete genome.
NC_011551	Bacteriophage APSE-2, complete genome.
NC_011534	Kluyvera phage Kvp1, complete genome.
NC_011589	Stenotrophomonas phage S1, complete genome.
NC_011612	Staphylococcus phage phiSauS-IPLA35, complete genome.
NC_011614	Staphylococcus phage phiSauS-IPLA88, complete genome.
NC_011611	Pseudomonas phage MP38, complete genome.
NC_011613	Pseudomonas phage MP29, complete genome.
NC_011645	Bacillus phage TP21-L, complete genome.
NC_011703	Pseudomonas phage 14-1, complete genome.
NC_011756	Pseudomonas phage SN, complete genome.
NC_011810	Pseudomonas phage PB1, complete genome.
NC_011801	Lactobacillus phage Lv-1, complete genome.
NC_011802	Salmonella enterica bacteriophage SE1, complete genome.
NC_011811	Erwinia phage phiEa21-4, complete genome.
NC_011976	Salmonella phage epsilon34, complete genome.
NC_012027	Mycobacterium phage Phlyer, complete genome.
NC_012418	Pseudomonas phage phikF77, complete genome.
NC_012419	Enterococcus phage EFAP-1, complete genome.
NC_012530	Lactobacillus phage Lb338-1, complete genome.
NC_012558	Halorubrum pleomorphic virus 1, complete genome.
NC_004462	Thermus thermophilus phage IN93, complete genome.
NC_012635	Enterobacteria phage RB51, complete genome.
NC_012638	Enterobacteria phage RB14, complete genome.
NC_012662	Vibrio phage VP93, complete genome.
NC_012663	Lactococcus phage P087, complete genome.
NC_012696	Roseophage EE36P1, complete genome.
NC_012697	Roseophage DSS3P2, complete genome.
NC_012740	Enterobacteria phage JSE, complete genome.
NC_012741	Enterobacteria phage JS10, complete genome.
NC_012742	Xanthomonas phage phiL7, complete genome.
NC_012749	Enterobacteria phage WV8, complete genome.
NC_012753	Streptococcus phage 5093, complete genome.
NC_012756	Streptococcus phage PH10, complete genome.
NC_012757	Vibrio phage VEJphi, complete genome.
NC_012784	Staphylococcus phage phiPVL-CN125, complete genome.
NC_012788	Mycobacterium phage Angel, complete genome.
NC_012884	Streptococcus phage M102, complete genome.
NC_012868	Enterobacteria phage St-1, complete genome.
NC_013021	Cyanophage PSS2, complete genome.
NC_013055	Burkholderia phage KS9, complete genome.
NC_013059	Salmonella phage c341, complete genome.
NC_013085	Synechococcus phage S-RSM4, complete genome.
NC_013195	Staphylococcus phage P954, complete genome.
NC_013197	Thermus phage P23-77, complete genome.
NC_010811	Ralstonia phage RSL1, complete genome.
NC_013585	Acidianus spindle-shaped virus 1, complete genome.
NC_013587	Sulfolobus spindle-shaped virus 6, complete genome.
NC_013588	Sulfolobus spindle-shaped virus 7, complete genome.
NC_013597	Aggregatibacter phage S1249, complete sequence.
NC_013598	Streptococcus phage ALQ13.2, complete genome.
NC_013599	Xylella phage Xfas53, complete genome.
NC_013600	Sodalis phage SO-1, complete genome.
NC_013594	Escherichia phage D108, complete genome.
NC_013638	Pseudomonas phage phi-2, complete genome.
NC_013650	Mycobacterium phage ET08, complete genome.
NC_013651	Vibrio phage N4, complete genome.
NC_013648	Enterococcus phage phiFL3A, complete genome.
NC_013647	Klebsiella phage KP32, complete genome.
NC_013646	Enterococcus phage phiFL1A, complete genome.
NC_013645	Streptococcus phage Abc2, complete genome.
NC_013644	Enterococcus phage phiFL4A, complete genome.
NC_013643	Enterococcus phage phiFL2A, complete genome.
NC_013694	Mycobacterium virus Peaches, complete genome.
NC_013696	Enterococcus phage phiEf11, complete genome.
NC_013698	Clavibacter phage CMP1, complete genome.
NC_013692	Pseudomonas phage LIT1, complete genome.
NC_013697	Deftia phage phiW-14, complete genome.
NC_013693	Shigella phage phiSboM-AG3, complete genome.
NC_013691	Pseudomonas phage LUZ7, complete genome.
NC_013758	Haloarcula hispanica pleomorphic virus 1, complete genome.
NC_013936	Mycobacterium phage Ardmore, complete genome.
NC_013649	Klebsiella phage KP34, complete genome.
NC_014036	Klebsiella phage KP15, complete genome.
NC_014099	Sulfolobus turreted icosahedral virus 2, complete genome.
NC_014229	Streptomyces phage phiSASD1, complete genome.
NC_014260	Enterobacteria phage IME08, complete genome.
NC_014321	Hyperthermophilic Archaeal Virus 2, complete genome.
NC_014322	Hyperthermophilic Archaeal Virus 1, complete genome.
NC_014457	Clostridium phage phiCTP1, complete genome.
NC_014458	Mycobacterium phage Angelica, complete genome.
NC_014461	Mycobacterium virus Bron, complete genome.
NC_014467	Enterobacteria phage RB16, complete genome.
NC_014460	Staphylococcus phage SAP-26, complete genome.
NC_014595	Shigella phage SP18, complete genome.
NC_014635	Aeromonas phage phiAS4, complete genome.
NC_014636	Aeromonas phage phiAS5, complete genome.
NC_014660	Acinetobacter phage Ac42, complete genome.
NC_014661	Acinetobacter phage Acj61, complete genome.
NC_014662	Enterobacteria phage CC31, complete genome.
NC_014663	Acinetobacter phage Acj9, complete genome.
NC_006883	Prochlorococcus phage P-SSM2, complete genome.
NC_006884	Prochlorococcus phage P-SSM4, complete genome.
NC_014792	Enterobacteria phage vB_EcoM-VR7, complete genome.
NC_014901	Mycobacterium phage Wee, complete genome.
NC_014900	Salmonella phage ST160, complete genome.
NC_015157	Vibrio phage ICP1, complete genome.
NC_015158	Vibrio phage ICP2, complete genome.
NC_015159	Vibrio phage ICP3, complete genome.
NC_015208	Pseudomonas phage phi15, complete genome.
NC_015210	Tsukamurella phage TPA2, complete genome.
NC_015249	Enterobacteria phage 285P, complete genome.
NC_015250	Acinetobacter phage 133, complete genome.
NC_015251	Aeromonas phage 65, complete genome.
NC_015262	Clostridium phage phiCD6356, complete genome.
NC_015264	Pseudomonas phage phiIBB-PF7A, complete genome.
